id	url_id	quote	newquote	url_site_id
10	timeline_new_25	<p id="p1476">Кутузов отступил к Вене, уничтожая за собой мосты на реках Инне (в Браунау) и Трауне (в Линце). 23-го октября русские войска переходили реку Энс. Русские обозы, артиллерия и колонны войск в середине дня тянулись через город Энс, по сю и по ту сторону моста.</p>	Кутузов отступил к Вене, уничтожая за собой мосты на реках Инне (в Браунау) и Трауне (в Линце). 23-го октября русские войска переходили реку Энс. Русские обозы, артиллерия и колонны войск в середине дня тянулись через город Энс, по сю и по ту сторону моста.	time_tom_1p_2c_31f_142
11	timeline_new_26	Между эскадроном и неприятелями уже никого не было, кроме мелких разъездов. Пустое пространство, сажен в триста, отделяло их от него. Неприятель перестал стрелять, и тем яснее чувствовалась та строгая, грозная, неприступная и неуловимая черта, которая разделяет два неприятельские войска.	Между эскадроном и неприятелями уже никого не было, кроме мелких разъездов. Пустое пространство, сажен в триста, отделяло их от него. Неприятель перестал стрелять, и тем яснее чувствовалась та строгая, грозная, неприступная и неуловимая черта, которая разделяет два неприятельские войска.	time_tom_1p_2c_33f_148
12	timeline_new_27	28-го октября Кутузов с армией перешел на левый берег Дуная и в первый раз остановился, положив Дунай между собой и главными силами французов. 30-го он атаковал находившуюся на левом берегу Дуная дивизию Мортье и разбил ее. В этом деле в первый раз взяты трофеи: знамя, орудия и два неприятельские генерала. В первый раз после двухнедельного отступления русские войска остановились и после борьбы не только удержали поле сражения, но прогнали французов. Несмотря на то, что войска были раздеты, изнурены, на одну треть ослаблены отсталыми, ранеными, убитыми и больными; несмотря на то, что на той стороне Дуная были оставлены больные и раненые с письмом Кутузова, поручавшим их человеколюбию неприятеля; несмотря на то, что большие госпитали и дома в Кремсе, обращенные в лазареты, не могли уже вмещать в себе всех больных и раненых,- несмотря на все это, остановка при Кремсе и победа над Мортье значительно подняли дух войска.	28-го октября Кутузов с армией перешел на левый берег Дуная и в первый раз остановился, положив Дунай между собой и главными силами французов. 30-го он атаковал находившуюся на левом берегу Дуная дивизию Мортье и разбил ее. В этом деле в первый раз взяты трофеи: знамя, орудия и два неприятельские генерала. В первый раз после двухнедельного отступления русские войска остановились и после борьбы не только удержали поле сражения, но прогнали французов. Несмотря на то, что войска были раздеты, изнурены, на одну треть ослаблены отсталыми, ранеными, убитыми и больными; несмотря на то, что на той стороне Дуная были оставлены больные и раненые с письмом Кутузова, поручавшим их человеколюбию неприятеля; несмотря на то, что большие госпитали и дома в Кремсе, обращенные в лазареты, не могли уже вмещать в себе всех больных и раненых,- несмотря на все это, остановка при Кремсе и победа над Мортье значительно подняли дух войска.	time_tom_1p_2c_34f_156
13	timeline_new_31	На выходе император Франц только пристально вгляделся в лицо князя Андрея, стоявшего в назначенном месте между австрийскими офицерами, и кивнул ему своей длинной головой. Но после выхода вчерашний флигель-адъютант с учтивостью передал Болконскому желание императора дать ему аудиенцию. Император Франц принял его, стоя посредине комнаты. Перед тем как начинать разговор, князя Андрея поразило то, что император как будто смешался, не зная, что сказать, и покраснел.	На выходе император Франц только пристально вгляделся в лицо князя Андрея, стоявшего в назначенном месте между австрийскими офицерами, и кивнул ему своей длинной головой. Но после выхода вчерашний флигель-адъютант с учтивостью передал Болконскому желание императора дать ему аудиенцию. Император Франц принял его, стоя посредине комнаты. Перед тем как начинать разговор, князя Андрея поразило то, что император как будто смешался, не зная, что сказать, и покраснел.	time_tom_1p_2c_37f_169
14	timeline_new_29	- В этом-то и штука,- отвечал Билибин.- Слушайте. Вступают французы в Вену, как я вам говорил. Все очень хорошо. На другой день, то есть вчера, господа маршалы: Мюрат, Латш и Бельяр, садятся верхом и отправляются на мост. (Заметьте, все трое гасконцы.) Господа,- говорит один,- вы знаете, что Таборский мост минирован и контраминирован и что перед ним грозный<a href="ref://#ref_t1_id269" class="a addcontent"> tête de pont</a> и пятнадцать тысяч войска, которому ведено взорвать мост и нас не пускать. Но нашему государю императору Наполеону будет приятно, ежели мы возьмем этот мост. Поедемте втроем и возьмем этот мост.- Поедемте, говорят другие; и они отправляются и берут мост, переходят его и теперь со всею армией по сю сторону Дуная направляются на нас, на вас и на ваши сообщения.</p>	- В этом-то и штука,- отвечал Билибин.- Слушайте. Вступают французы в Вену, как я вам говорил. Все очень хорошо. На другой день, то есть вчера, господа маршалы: Мюрат, Латш и Бельяр, садятся верхом и отправляются на мост. (Заметьте, все трое гасконцы.) Господа,- говорит один,- вы знаете, что Таборский мост минирован и контраминирован и что перед ним грозный tête de pont и пятнадцать тысяч войска, которому ведено взорвать мост и нас не пускать. Но нашему государю императору Наполеону будет приятно, ежели мы возьмем этот мост. Поедемте втроем и возьмем этот мост.- Поедемте, говорят другие; и они отправляются и берут мост, переходят его и теперь со всею армией по сю сторону Дуная направляются на нас, на вас и на ваши сообщения.	time_tom_1p_2c_37f_170
15	timeline_new_33	Кутузову надо было идти еще целые сутки с своими обозами, чтобы достигнуть Цнайма, и потому, чтобы спасти армию, Багратион должен был с четырьмя тысячами голодных, измученных солдат удерживать в продолжение суток всю неприятельскую армию, встретившуюся с ним в Голлабруне, что было, очевидно, невозможно. Но странная судьба сделала невозможное возможным. Успех того обмана, который без боя отдал венский мост в руки французов, побудил Мюрата попытаться обмануть так же и Кутузова. Мюрат, встретив слабый отряд Багратиона на цнаймской дороге, подумал, что это была вся армия Кутузова. Чтобы несомненно раздавить эту армию, он поджидал отставшие по дороге из Вены войска и с этой целью предложил перемирие на три дня, с условием, чтобы и те и другие войска не изменяли своих положений и не трогались с места.	Кутузову надо было идти еще целые сутки с своими обозами, чтобы достигнуть Цнайма, и потому, чтобы спасти армию, Багратион должен был с четырьмя тысячами голодных, измученных солдат удерживать в продолжение суток всю неприятельскую армию, встретившуюся с ним в Голлабруне, что было, очевидно, невозможно. Но странная судьба сделала невозможное возможным. Успех того обмана, который без боя отдал венский мост в руки французов, побудил Мюрата попытаться обмануть так же и Кутузова. Мюрат, встретив слабый отряд Багратиона на цнаймской дороге, подумал, что это была вся армия Кутузова. Чтобы несомненно раздавить эту армию, он поджидал отставшие по дороге из Вены войска и с этой целью предложил перемирие на три дня, с условием, чтобы и те и другие войска не изменяли своих положений и не трогались с места.	time_tom_1p_2c_39f_179
16	timeline_new_34	Ожидания Кутузова сбылись как относительно того, что предложения капитуляции, ни к чему не обязывающие, могли дать время пройти некоторой части обозов, так и относительно того, что ошибка Мюрата должна была открыться очень скоро. Как только Бонапарте, находившийся в Шенбрунне, в двадцати пяти верстах от Голлабруна, получил донесение Мюрата и проект перемирия и капитуляции, он увидел обман	Ожидания Кутузова сбылись как относительно того, что предложения капитуляции, ни к чему не обязывающие, могли дать время пройти некоторой части обозов, так и относительно того, что ошибка Мюрата должна была открыться очень скоро. Как только Бонапарте, находившийся в Шенбрунне, в двадцати пяти верстах от Голлабруна, получил донесение Мюрата и проект перемирия и капитуляции, он увидел обман	time_tom_1p_2c_39f_180
17	timeline_new_35	 <p id="p1944">Багратион окликнул офицера, и Тушин, робким и неловким движением, совсем не так, как салютуют военные, а так, как благословляют священники, приложив три пальца к козырьку, подошел к генералу. Хотя орудия Тушина были назначены для того, чтоб обстреливать лощину, он стрелял брандскугелями по видневшейся впереди деревне Шенграбен, перед которой выдвигались большие массы французов.</p>	Багратион окликнул офицера, и Тушин, робким и неловким движением, совсем не так, как салютуют военные, а так, как благословляют священники, приложив три пальца к козырьку, подошел к генералу. Хотя орудия Тушина были назначены для того, чтоб обстреливать лощину, он стрелял брандскугелями по видневшейся впереди деревне Шенграбен, перед которой выдвигались большие массы французов.	time_tom_1p_2c_42f_190
18	timeline_new_37	Про батарею Тушина было забыто, и только в самом конце дела, продолжая слышать канонаду в центре, князь Багратион послал туда дежурного штаб-офицера и потом князя Андрея, чтобы велеть батарее отступать как можно скорее. Прикрытие, стоявшее подле пушек Тушина, ушло по чьему-то приказанию в середине дела; но батарея продолжала стрелять и не была взята французами только потому, что неприятель не мог предполагать дерзости стрельбы четырех никем не защищенных пушек. Напротив, по энергичному действию этой батареи он предполагал, что здесь, в центре, сосредоточены главные силы русских, и два раза пытался атаковать этот пункт, и оба раза был прогоняем картечными выстрелами одиноко стоявших на этом возвышении четырех пушек.	Про батарею Тушина было забыто, и только в самом конце дела, продолжая слышать канонаду в центре, князь Багратион послал туда дежурного штаб-офицера и потом князя Андрея, чтобы велеть батарее отступать как можно скорее. Прикрытие, стоявшее подле пушек Тушина, ушло по чьему-то приказанию в середине дела; но батарея продолжала стрелять и не была взята французами только потому, что неприятель не мог предполагать дерзости стрельбы четырех никем не защищенных пушек.	time_tom_1p_2c_45f_204
19	timeline_new_38	Вернувшись домой, Пьер долго не мог заснуть, думая о том, что с ним случилось. Что же случилось с ним? Ничего. Он только понял, что женщина, которую он знал ребенком, про которую он рассеянно говорил: 'Да, хороша', когда ему говорили, что Элен красавица, он понял, что эта женщина может принадлежать ему.	Вернувшись домой, Пьер долго не мог заснуть, думая о том, что с ним случилось. Что же случилось с ним? Ничего. Он только понял, что женщина, которую он знал ребенком, про которую он рассеянно говорил: 'Да, хороша', когда ему говорили, что Элен красавица, он понял, что эта женщина может принадлежать ему.	time_tom_1p_3c_47f_221
20	timeline_new_39	Судьба ее решилась, и решилась счастливо. Но что отец сказал о m-lle Bourienne,- этот намек был ужасен. Неправда, положим, но все-таки это было ужасно, она не могла не думать об этом. Она шла прямо перед собой через зимний сад, ничего не видя и не слыша, как вдруг знакомый шепот m-lle Bourienne разбудил ее. Она подняла глаза и в двух шагах от себя увидала Анатоля, который обнимал француженку и что-то шептал ей. Анатоль с страшным выражением на красивом лице оглянулся на княжну Марью и не выпустил в первую секунду талии m-lle Bourienne, которая не видала ее.	Судьба ее решилась, и решилась счастливо. Но что отец сказал о m-lle Bourienne,- этот намек был ужасен. Неправда, положим, но все-таки это было ужасно, она не могла не думать об этом. Она шла прямо перед собой через зимний сад, ничего не видя и не слыша, как вдруг знакомый шепот m-lle Bourienne разбудил ее.	time_tom_1p_3c_51f_246
21	timeline_new_40	      <p id="p2389">- Николенька... ранен... письмо... - проговорила она торжественно и радостно.</p>      <p id="p2390">- Nicolas! - только выговорила Соня, мгновенно бледнея.</p>      <p id="p2391">Наташа, увидав впечатление, произведенное на Соню известием о ране брата, в первый раз почувствовала всю горестную сторону этого известия.</p>      <p id="p2392">Она бросилась к Соне, обняла ее и заплакала.</p>      <p id="p2393">- Немножко ранен, но произведен в офицеры; он теперь здоров, он сам пишет,- говорила она сквозь слезы.</p>      <p id="p2394">- Вот видно, что все вы, женщины,- плаксы,- сказал Петя, решительными большими шагами прохаживаясь по комнате. - Я так очень рад и, право, очень рад, что брат так отличился. Все вы нюни! Ничего не понимаете.</p>	- Вот видно, что все вы, женщины,- плаксы,- сказал Петя, решительными большими шагами прохаживаясь по комнате.  - Я так очень рад и, право, очень рад, что брат так отличился. Все вы нюни! Ничего не понимаете.	time_tom_1p_3c_52f_250
22	timeline_new_42	Ночной туман к утру оставил на высотах только иней, переходивший в росу, в лощинах же                    туман расстилался                    еще молочно-белым морем. Ничего не было видно в той лощине налево, куда спустились наши войска и                    откуда долетали                    звуки стрельбы. Над высотами было темное ясное небо, и направо - огромный шар солнца. Впереди,                    далеко, на том берегу                    туманного моря, виднелись выступающие лесистые холмы, на которых должна была быть неприятельская                    армия, и виднелось                    что-то. Вправо вступала в область тумана гвардия, звучавшая топотом и колесами и изредка блестевшая                    штыками; налево,                    за деревней, такие же массы кавалерии подходили и скрывались в море тумана. Спереди и сзади                    двигалась пехота.                    Главнокомандующий стоял на выезде деревни, пропуская мимо себя войска. Кутузов в это утро казался                    изнуренным и                    раздражительным. Шедшая мимо его пехота остановилась без приказания, очевидно потому, что впереди                    что-нибудь                    задержало ее.	Ночной туман к утру оставил на высотах только иней, переходивший в росу, в лощинах же туман расстилался еще молочно-белым морем. Ничего не было видно в той лощине налево, куда спустились наши войска и откуда долетали звуки стрельбы. Над высотами было темное ясное небо, и направо - огромный шар солнца. Впереди, далеко, на том берегу туманного моря, виднелись выступающие лесистые холмы, на которых должна была быть неприятельская армия, и виднелось что-то. Вправо вступала в область тумана гвардия, звучавшая топотом и колесами и изредка блестевшая штыками; налево, за деревней, такие же массы кавалерии подходили и скрывались в море тумана. Спереди и сзади двигалась пехота. Главнокомандующий стоял на выезде деревни, пропуская мимо себя войска. Кутузов в это утро казался изнуренным и раздражительным. Шедшая мимо его пехота остановилась без приказания, очевидно потому, что впереди что-нибудь задержало ее.	time_tom_1p_3c_61f_302
23	timeline_new_43	 - Voilà une belle mort </a>,- сказал Наполеон, глядя на Болконского.</p>      <p id="p2923">Князь Андрей понял, что это было сказано о нем и что говорит это Наполеон. Он слышал, как называли sire того, кто сказал эти слова. Но он слышал эти слова, как бы он слышал жужжание мухи. Он не только не интересовался ими, но он и не заметил, а тотчас же забыл их. Ему жгло голову; он чувствовал, что он исходит кровью, и он видел над собою далекое, высокое и вечное небо. Он знал, что это был Наполеон - его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками. Ему было совершенно все равно в эту минуту, кто бы ни стоял над ним, что бы ни говорил о нем; он рад был только тому, что остановились над ним люди, и желал только, чтоб эти люди помогли ему и возвратили бы его к жизни, которая казалась ему столь прекрасною, потому что он так иначе понимал ее теперь. Он собрал все свои силы, чтобы пошевелиться и произвести какой-нибудь звук. Он слабо пошевелил ногою и произвел самого его разжалобивший, слабый, болезненный стон.</p>	Князь Андрей понял, что это было сказано о нем и что говорит это Наполеон. Он слышал, как называли sire того, кто сказал эти слова. Но он слышал эти слова, как бы он слышал жужжание мухи. Он не только не интересовался ими, но он и не заметил, а тотчас же забыл их. Ему жгло голову; он чувствовал, что он исходит кровью, и он видел над собою далекое, высокое и вечное небо. Он знал, что это был Наполеон - его герой, но в эту минуту Наполеон казался ему столь маленьким, ничтожным человеком в сравнении с тем, что происходило теперь между его душой и этим высоким, бесконечным небом с бегущими по нем облаками. Ему было совершенно все равно в эту минуту, кто бы ни стоял над ним, что бы ни говорил о нем; он рад был только тому, что остановились над ним люди, и желал только, чтоб эти люди помогли ему и возвратили бы его к жизни, которая казалась ему столь прекрасною, потому что он так иначе понимал ее теперь. Он собрал все свои силы, чтобы пошевелиться и произвести какой-нибудь звук. Он слабо пошевелил ногою и произвел самого его разжалобивший, слабый, болезненный стон.	time_tom_1p_3c_65f_325
